sequenceID	m49_country.display_name	gb_length	non_n_length	gb_genotype	recogniser_genotypes	reverse_complement	rotation
DQ862753	United States	410	410	D	D	FALSE	0
DQ862754	United States	410	410	D	D	FALSE	0
DQ862755	United States	410	410	D	D	FALSE	0
DQ862756	United States	410	410	D	D	FALSE	0
DQ862757	United States	410	410	C	C	FALSE	0
DQ862758	United States	410	410	D	D	FALSE	0
DQ862759	United States	410	410	A	A	FALSE	0
DQ862760	United States	410	410	D	D	FALSE	0
DQ862761	United States	410	410	D	D	FALSE	0
DQ862762	United States	410	410	D	D	FALSE	0
DQ862763	United States	410	410	D	D	FALSE	0
DQ862764	United States	410	410	D	D	FALSE	0
DQ862765	United States	410	410	C	C	FALSE	0
DQ862766	United States	410	410	A	A	FALSE	0
DQ862767	United States	410	410	A	A	FALSE	0
DQ862768	United States	410	410	A	A	FALSE	0
DQ862769	United States	410	410	F	F	FALSE	0
DQ862770	United States	410	410	D	D	FALSE	0
DQ862771	United States	410	410	D	D	FALSE	0
DQ862772	United States	410	410	D	B	FALSE	0
DQ862773	United States	410	410	D	D	FALSE	0
DQ862774	United States	410	410	C	C	FALSE	0
DQ862775	United States	410	410	D	D	FALSE	0
DQ862776	United States	410	410	C	C	FALSE	0
DQ862777	United States	410	410	D	D	FALSE	0
DQ862778	United States	410	410	D	D	FALSE	0
DQ871263	France	505	505	-	D	FALSE	0
DQ871264	France	899	899	-	D	FALSE	0
DQ871265	France	1020	1020	-	D	FALSE	0
DQ871266	France	984	984	-	D	FALSE	0
DQ871267	France	1020	1020	-	D	FALSE	0
DQ871268	France	1020	1020	-	D	FALSE	0
DQ871269	France	431	431	-	F	FALSE	0
DQ873414	United States	229	227	-	A	TRUE	0
DQ873415	United States	275	270	-	F	TRUE	0
DQ873416	United States	251	245	-	F	TRUE	0
DQ873417	United States	292	290	-	F	TRUE	0
DQ873418	United States	301	298	-	D	TRUE	0
DQ873419	United States	250	246	-	A	TRUE	0
DQ873420	United States	314	309	-	D	TRUE	0
DQ873421	United States	283	280	-	D/B	TRUE	0
DQ873422	United States	424	424	-	F	TRUE	0
DQ873423	United States	266	266	-	D	FALSE	0
DQ873424	United States	269	266	-	D	TRUE	0
DQ873425	United States	251	248	-	D	TRUE	0
DQ873426	United States	314	312	-	C	TRUE	0
DQ873427	United States	255	253	-	C	TRUE	0
DQ873428	United States	360	357	-	D	TRUE	0
DQ873429	United States	309	308	-	D	TRUE	0
DQ873430	United States	348	347	-	D	TRUE	0
DQ873431	United States	353	347	-	D	TRUE	0
DQ873432	United States	345	341	-	D	TRUE	0
DQ873433	United States	356	351	-	D	TRUE	0
DQ873434	United States	341	337	-	D	TRUE	0
DQ873436	United States	339	339	-	D	TRUE	0
DQ873437	United States	273	273	-	D	TRUE	0
DQ873439	United States	285	285	-	B	TRUE	0
DQ873440	United States	296	294	-	F	TRUE	0
DQ873441	United States	278	278	-	F	TRUE	0
DQ873442	United States	243	243	-	F	TRUE	0
DQ873443	United States	242	241	-	D	TRUE	0
DQ873444	United States	226	225	-	C	TRUE	0
DQ873445	United States	234	233	-	F	TRUE	0
DQ873446	United States	247	246	-	D	TRUE	0
DQ873447	United States	212	211	-	D/B	TRUE	0
DQ873448	United States	251	250	-	F	TRUE	0
DQ873449	United States	270	261	-	D	TRUE	0
DQ873450	United States	356	356	-	D	TRUE	0
DQ873451	United States	358	356	-	F	TRUE	0
DQ873452	United States	320	319	-	D	TRUE	0
DQ873454	United States	276	276	-	D	TRUE	0
DQ873455	United States	392	392	-	D	TRUE	0
DQ873456	United States	400	400	-	D	TRUE	0
DQ873457	United States	289	285	-	A	TRUE	0
DQ873458	United States	395	394	-	D	TRUE	0
DQ873459	United States	392	392	-	D	TRUE	0
DQ873460	United States	400	399	-	D	TRUE	0
DQ873461	United States	313	312	-	D	TRUE	0
DQ873462	United States	305	304	-	D	TRUE	0
DQ873463	United States	261	257	-	D	TRUE	0
DQ873464	United States	237	233	-	C	TRUE	0
DQ873465	United States	255	251	-	D	TRUE	0
DQ873466	United States	285	282	-	D	TRUE	0
DQ873468	United States	276	270	-	D	TRUE	0
DQ873469	United States	294	291	-	D	TRUE	0
DQ873470	United States	219	217	-	D	TRUE	0
DQ873471	United States	349	344	-	A	TRUE	0
DQ873472	United States	245	243	-	D	TRUE	0
DQ873473	United States	265	261	-	D	TRUE	0
DQ873474	United States	255	252	-	D	TRUE	0
DQ873475	United States	303	300	-	D	TRUE	0
DQ873476	United States	294	290	-	F	TRUE	0
DQ873477	United States	287	283	-	D	TRUE	0
DQ873478	United States	234	228	-	D	TRUE	0
DQ873479	United States	344	340	-	F	TRUE	0
DQ873480	United States	289	284	-	F	TRUE	0
DQ873481	United States	262	260	-	D	TRUE	0
DQ873482	United States	238	235	-	D	TRUE	0
DQ873483	United States	301	297	-	D	TRUE	0
DQ873484	United States	333	329	-	F	TRUE	0
DQ873485	United States	275	271	-	D	TRUE	0
DQ873486	United States	261	256	-	D	TRUE	0
DQ873487	United States	289	286	-	D	TRUE	0
DQ873488	United States	314	310	-	D	TRUE	0
DQ873489	United States	400	398	-	C	TRUE	0
DQ873490	United States	334	329	-	D	TRUE	0
DQ873491	United States	306	303	-	F	TRUE	0
DQ873492	United States	217	217	-	F	TRUE	0
DQ873493	United States	245	241	-	D	TRUE	0
DQ873494	United States	377	373	-	D	TRUE	0
DQ873495	United States	297	292	-	F	TRUE	0
DQ873496	United States	252	249	-	F	TRUE	0
DQ873497	United States	316	312	-	D	TRUE	0
DQ873498	United States	239	237	-	D	TRUE	0
DQ873499	United States	296	287	-	F/E/D	TRUE	0
DQ873500	United States	289	286	-	D	TRUE	0
DQ875284	-	230	230	-	A/E	FALSE	0
DQ875285	-	230	230	-	D/E	FALSE	0
DQ875286	-	231	231	-	D/E/B	FALSE	0
DQ875287	-	230	230	-	E/D/C	FALSE	0
DQ875288	-	230	230	-	E/D/C	FALSE	0
DQ875289	-	230	230	-	E/D/B	FALSE	0
DQ875290	-	230	230	-	D	FALSE	0
DQ875291	-	230	230	-	E/D	FALSE	0
DQ875292	-	230	230	-	D/E/B	FALSE	0
DQ875293	-	232	232	-	D/E/B	FALSE	0
DQ875294	-	229	229	-	D/E	FALSE	0
DQ875295	-	230	230	-	D/B/E/C	FALSE	0
DQ875296	-	227	227	-	C/J/E/D/I/B	FALSE	0
DQ875297	-	230	230	-	D/E	FALSE	0
DQ875298	-	230	230	-	D/E/C	FALSE	0
DQ875299	-	230	230	-	D/E	FALSE	0
DQ875300	-	230	230	-	D/B/J/E/C	FALSE	0
DQ875301	-	230	230	-	D/E	FALSE	0
DQ875302	-	230	230	-	E/D/C	FALSE	0
DQ875303	-	230	230	-	D/E	FALSE	0
DQ875304	-	229	229	-	E/D	FALSE	0
DQ875305	-	230	230	-	D/E	FALSE	0
DQ875306	-	229	229	-	B/C	FALSE	0
DQ875307	-	231	231	-	E/D	FALSE	0
DQ875308	-	230	230	-	D/B/E/C	FALSE	0
DQ875309	-	230	230	-	D/E	FALSE	0
DQ875310	-	231	231	-	D/E	FALSE	0
DQ875311	-	230	230	-	D/E	FALSE	0
DQ875312	-	230	230	-	E/D/C	FALSE	0
DQ875313	-	230	230	-	D/E/B	FALSE	0
DQ875314	-	231	231	-	E/D	FALSE	0
DQ875315	-	230	230	-	D/E	FALSE	0
DQ875316	-	230	230	-	E/D/C	FALSE	0
DQ875317	-	230	230	-	D/E	FALSE	0
DQ875318	-	230	230	-	E/D	FALSE	0
DQ875319	-	230	230	-	E/D	FALSE	0
DQ875320	-	230	230	-	D/E	FALSE	0
DQ875321	-	230	230	-	D/C/E	FALSE	0
DQ875322	-	230	230	-	D/E	FALSE	0
DQ875323	-	230	230	-	E/D/C	FALSE	0
DQ875324	-	230	230	-	A/E/D	FALSE	0
DQ875325	-	231	231	-	D/E/B	FALSE	0
DQ875326	-	230	230	-	D/E	FALSE	0
DQ875328	-	230	230	-	E/D/C/I	FALSE	0
DQ875877	India	480	480	-	D	FALSE	0
DQ885271	India	410	410	-	D	FALSE	0
DQ885272	India	410	410	-	D	FALSE	0
DQ885273	India	410	410	-	D	FALSE	0
DQ885274	India	485	485	-	D	FALSE	0
DQ885275	India	485	485	-	D	FALSE	0
DQ885276	India	485	485	-	D	FALSE	0
DQ885278	India	485	485	-	D	FALSE	0
DQ885279	India	485	485	-	D	FALSE	0
DQ885280	India	485	485	-	D	FALSE	0
DQ885281	India	485	485	-	D/I	FALSE	0
DQ885282	India	485	485	-	D	FALSE	0
DQ885283	India	410	410	-	D	FALSE	0
DQ885284	India	485	485	-	D	FALSE	0
DQ885285	India	485	485	-	D	FALSE	0
DQ888612	China	1022	1022	-	B	FALSE	658
DQ888613	China	1052	1052	-	B	FALSE	705
DQ888614	China	1025	1025	-	C	FALSE	654
DQ888615	China	1020	1020	-	C	FALSE	657
DQ888616	China	997	997	-	C	FALSE	650
DQ888617	China	1018	1018	-	C	FALSE	654
DQ888618	China	995	995	-	C	FALSE	640
DQ888619	China	1021	1021	-	C	FALSE	650
DQ890380	-	2212	2212	-	C	FALSE	0
DQ890381	-	3221	3221	-	C	FALSE	0
DQ899142	Venezuela	3215	3215	F	F	FALSE	0
DQ899143	Venezuela	3215	3215	F	F	FALSE	0
DQ899144	Venezuela	3215	3215	F	F	FALSE	0
DQ899145	Venezuela	3215	3215	F	F	FALSE	0
DQ899146	Venezuela	3215	3215	F	F	FALSE	0
DQ899147	Venezuela	3215	3215	F	F	FALSE	0
DQ899148	Venezuela	3215	3215	F	F	FALSE	0
DQ899149	Venezuela	3215	3215	F	F	FALSE	0
DQ899150	Colombia	3215	3215	F	F	FALSE	0
DQ900617	Egypt	376	369	D	D	TRUE	0
DQ904357	China	3215	3215	-	B	FALSE	0
DQ922649	China	3215	3215	-	C	FALSE	0
DQ922650	China	3215	3215	-	C	FALSE	0
DQ922651	China	3215	3215	-	C	FALSE	0
DQ975271	China	3215	3215	-	B	FALSE	0
DQ975272	China	3215	3215	-	C	FALSE	0
DQ975273	China	3215	3215	-	C	FALSE	0
DQ975274	China	3215	3215	-	C	FALSE	0
DQ980547	China	3128	3128	-	C	FALSE	0
DQ980548	China	3214	3214	-	B	FALSE	0
DQ980549	China	3182	3182	-	C	FALSE	0
DQ980550	China	3158	3158	-	C	FALSE	0
DQ980551	China	3182	3182	-	C	FALSE	0
DQ986375	China	3110	3110	-	C	FALSE	0
DQ986376	China	3185	3185	-	C	FALSE	0
DQ988364	Netherlands	648	648	-	F	FALSE	0
DQ988365	Netherlands	648	648	-	A	FALSE	0
DQ988366	Netherlands	648	648	-	D	FALSE	0
DQ988367	Netherlands	648	648	-	A	FALSE	0
DQ988368	Netherlands	648	648	-	A	FALSE	0
DQ988369	Netherlands	648	648	-	A	FALSE	0
DQ988370	Netherlands	648	648	-	D	FALSE	0
DQ988371	Netherlands	648	648	-	A	FALSE	0
DQ988372	Netherlands	648	648	-	D	FALSE	0
DQ988373	Netherlands	648	648	-	A	FALSE	0
DQ988374	Netherlands	648	648	-	E	FALSE	0
DQ988375	Netherlands	648	648	-	A	FALSE	0
DQ988376	Netherlands	648	648	-	A	FALSE	0
DQ988377	Netherlands	648	648	-	A	FALSE	0
DQ988378	Netherlands	648	648	-	A	FALSE	0
DQ988379	Netherlands	648	648	-	A	FALSE	0
DQ988380	Netherlands	648	648	-	A	FALSE	0
DQ988381	Netherlands	648	648	-	A	FALSE	0
DQ988382	Netherlands	648	648	-	A	FALSE	0
DQ988383	Netherlands	648	648	-	A	FALSE	0
DQ988384	Netherlands	648	648	-	A	FALSE	0
DQ988385	Netherlands	648	648	-	A	FALSE	0
DQ988386	Netherlands	648	648	-	A	FALSE	0
DQ988387	Netherlands	648	647	-	A	FALSE	0
DQ988388	Netherlands	648	648	-	A	FALSE	0
DQ988389	Netherlands	648	648	-	A	FALSE	0
DQ988390	Netherlands	648	648	-	E	FALSE	0
DQ988391	Netherlands	648	648	-	A	FALSE	0
DQ988392	Netherlands	648	648	-	A	FALSE	0
DQ988393	Netherlands	648	648	-	A	FALSE	0
DQ988394	Netherlands	648	648	-	A	FALSE	0
DQ988395	Netherlands	648	648	-	A	FALSE	0
DQ988396	Netherlands	648	648	-	A	FALSE	0
DQ988397	Netherlands	648	648	-	A	FALSE	0
DQ988398	Netherlands	648	648	-	A	FALSE	0
DQ988399	Netherlands	648	648	-	A	FALSE	0
DQ988400	Netherlands	648	648	-	A	FALSE	0
DQ988401	Netherlands	648	648	-	A	FALSE	0
DQ988402	Netherlands	648	648	-	A	FALSE	0
DQ988403	Netherlands	648	648	-	C	FALSE	0
DQ988404	Netherlands	648	648	-	A	FALSE	0
DQ988405	Netherlands	648	648	-	A	FALSE	0
DQ988406	Netherlands	648	648	-	D	FALSE	0
DQ988407	Netherlands	648	648	-	D	FALSE	0
DQ988408	Netherlands	648	648	-	D	FALSE	0
DQ988409	Netherlands	648	648	-	A	FALSE	0
DQ988410	Netherlands	648	648	-	A	FALSE	0
DQ988411	Netherlands	648	648	-	D	FALSE	0
DQ988412	Netherlands	648	648	-	A	FALSE	0
DQ988413	Netherlands	648	648	-	E	FALSE	0
DQ988414	Netherlands	648	648	-	A	FALSE	0
DQ988415	Netherlands	648	648	-	A	FALSE	0
DQ988416	Netherlands	648	648	-	A	FALSE	0
DQ988417	Netherlands	648	648	-	A	FALSE	0
DQ988418	Netherlands	648	648	-	A	FALSE	0
DQ988419	Netherlands	648	648	-	A	FALSE	0
DQ988420	Netherlands	648	648	-	A	FALSE	0
DQ988421	Netherlands	648	648	-	A	FALSE	0
DQ988422	Netherlands	648	648	-	A	FALSE	0
DQ988423	Netherlands	648	648	-	A	FALSE	0
DQ988424	Netherlands	648	648	-	D	FALSE	0
DQ988425	Netherlands	648	648	-	A	FALSE	0
DQ988426	Netherlands	648	648	-	A	FALSE	0
DQ988427	Netherlands	648	648	-	F	FALSE	0
DQ988428	Netherlands	648	648	-	A	FALSE	0
DQ988429	Netherlands	648	648	-	E	FALSE	0
DQ988430	Netherlands	648	648	-	D	FALSE	0
DQ988431	Netherlands	648	648	-	E	FALSE	0
DQ988432	Netherlands	648	648	-	A	FALSE	0
DQ988433	Netherlands	648	648	-	C	FALSE	0
DQ988434	Netherlands	648	648	-	A	FALSE	0
DQ988435	Netherlands	648	648	-	A	FALSE	0
DQ988436	Netherlands	648	648	-	D	FALSE	0
DQ988437	Netherlands	648	648	-	A	FALSE	0
DQ988438	Netherlands	648	648	-	A	FALSE	0
DQ988439	Netherlands	648	648	-	D	FALSE	0
DQ988440	Netherlands	648	648	-	B	FALSE	0
DQ988441	Netherlands	648	648	-	D	FALSE	0
DQ988442	Netherlands	648	648	-	D	FALSE	0
DQ988443	Netherlands	648	648	-	D	FALSE	0
DQ988444	Netherlands	648	648	-	A	FALSE	0
DQ988445	Netherlands	648	648	-	A	FALSE	0
DQ988446	Netherlands	648	648	-	D	FALSE	0
DQ988447	Netherlands	648	648	-	A	FALSE	0
DQ988448	Netherlands	648	648	-	B	FALSE	0
DQ988449	Netherlands	648	648	-	A	FALSE	0
DQ988450	Netherlands	648	648	-	A	FALSE	0
DQ988451	Netherlands	648	648	-	F	FALSE	0
DQ988452	Netherlands	648	648	-	A	FALSE	0
DQ988453	Netherlands	648	648	-	A	FALSE	0
DQ988454	Netherlands	648	648	-	A	FALSE	0
DQ988455	Netherlands	648	648	-	A	FALSE	0
DQ988456	Netherlands	648	647	-	F	FALSE	0
DQ988457	Netherlands	648	648	-	B	FALSE	0
DQ988458	Netherlands	648	648	-	A	FALSE	0
DQ988459	Netherlands	648	648	-	A	FALSE	0
DQ988460	Netherlands	648	648	-	A	FALSE	0
DQ988461	Netherlands	648	648	-	A	FALSE	0
DQ988462	Netherlands	648	648	-	A	FALSE	0
DQ988463	Netherlands	648	648	-	B	FALSE	0
DQ988464	Netherlands	648	648	-	C	FALSE	0
DQ988465	Netherlands	648	648	-	D	FALSE	0
DQ988466	Netherlands	648	648	-	A	FALSE	0
DQ988467	Netherlands	648	648	-	A	FALSE	0
DQ988468	Netherlands	648	648	-	A	FALSE	0
DQ988469	Netherlands	648	648	-	A	FALSE	0
DQ988470	Netherlands	648	648	-	A	FALSE	0
DQ988471	Netherlands	648	648	-	F	FALSE	0
DQ988472	Netherlands	648	648	-	D	FALSE	0
DQ988473	Netherlands	648	648	-	A	FALSE	0
DQ988474	Netherlands	648	648	-	E	FALSE	0
DQ988475	Netherlands	648	648	-	A	FALSE	0
DQ988476	Netherlands	648	648	-	A	FALSE	0
DQ988477	Netherlands	648	648	-	A	FALSE	0
DQ988478	Netherlands	648	648	-	A	FALSE	0
DQ988479	Netherlands	648	648	-	C	FALSE	0
DQ988480	Netherlands	648	648	-	D	FALSE	0
DQ988481	Netherlands	648	648	-	A	FALSE	0
DQ988482	Netherlands	648	648	-	D	FALSE	0
DQ988483	Netherlands	648	648	-	A	FALSE	0
DQ988484	Netherlands	648	648	-	A	FALSE	0
DQ988485	Netherlands	648	648	-	A	FALSE	0
DQ988486	Netherlands	648	648	-	D	FALSE	0
DQ988487	Netherlands	648	648	-	D	FALSE	0
DQ988488	Netherlands	648	648	-	C	FALSE	0
DQ988489	Netherlands	648	648	-	A	FALSE	0
DQ988490	Netherlands	648	648	-	E	FALSE	0
DQ988491	Netherlands	648	648	-	D	FALSE	0
DQ988492	Netherlands	648	648	-	D	FALSE	0
DQ988493	Netherlands	648	648	-	A	FALSE	0
DQ988494	Netherlands	648	648	-	A	FALSE	0
DQ988495	Netherlands	648	648	-	D	FALSE	0
DQ988496	Netherlands	648	648	-	D	FALSE	0
DQ988497	Netherlands	648	648	-	D	FALSE	0
DQ988498	Netherlands	648	648	-	A	FALSE	0
DQ988499	Netherlands	648	648	-	D	FALSE	0
DQ988500	Netherlands	648	648	-	F	FALSE	0
DQ988501	Netherlands	648	648	-	D	FALSE	0
DQ988502	Netherlands	648	648	-	A	FALSE	0
DQ988503	Netherlands	648	648	-	A	FALSE	0
DQ988504	Netherlands	648	648	-	A	FALSE	0
DQ988505	Netherlands	648	648	-	A	FALSE	0
DQ988506	Netherlands	648	648	-	A	FALSE	0
DQ988507	Netherlands	648	648	-	A	FALSE	0
DQ988508	Netherlands	648	648	-	E	FALSE	0
DQ988509	Netherlands	648	648	-	F	FALSE	0
DQ988510	Netherlands	648	648	-	D	FALSE	0
DQ988511	Netherlands	648	648	-	D	FALSE	0
DQ988512	Netherlands	648	648	-	A	FALSE	0
DQ988513	Netherlands	648	648	-	A	FALSE	0
DQ988514	Netherlands	648	648	-	D	FALSE	0
DQ988515	Netherlands	648	648	-	A	FALSE	0
DQ988516	Netherlands	648	648	-	D	FALSE	0
DQ988517	Netherlands	648	648	-	A	FALSE	0
DQ988518	Netherlands	648	648	-	A	FALSE	0
DQ988519	Netherlands	648	648	-	D	FALSE	0
DQ988520	Netherlands	648	648	-	A	FALSE	0
DQ988521	Netherlands	648	648	-	A	FALSE	0
DQ990454	Mexico	352	352	H	H	FALSE	0
DQ990455	Mexico	352	352	H	H	FALSE	0
DQ990456	Mexico	352	352	H	H	FALSE	0
DQ991752	Ireland	879	879	D	D	FALSE	0
DQ991753	Ireland	2939	2939	D	D	FALSE	0
DQ991754	Ireland	913	913	D	D	FALSE	834
DQ993181	China	3139	3139	-	C	FALSE	0
DQ993680	Vietnam	3215	3215	B	B	FALSE	0
DQ993681	Vietnam	3215	3215	B	B	FALSE	0
DQ993682	Vietnam	3215	3215	B	B	FALSE	0
DQ993683	Vietnam	3215	3215	B	B	FALSE	0
DQ993684	Vietnam	3215	3215	B	B	FALSE	0
DQ993685	Vietnam	3215	3215	B	B	FALSE	0
DQ993686	Vietnam	3215	3215	B	B	FALSE	0
DQ993687	Vietnam	3215	3215	B	B	FALSE	0
DQ993688	Taiwan	3215	3215	C	C	FALSE	0
DQ993689	Taiwan	3215	3215	C	C	FALSE	0
DQ993690	Taiwan	3215	3215	C	C	FALSE	0
DQ993691	Taiwan	3215	3215	C	C	FALSE	0
DQ993692	Taiwan	3215	3215	C	C	FALSE	0
DQ993693	Taiwan	3215	3215	C	C	FALSE	0
DQ993694	Vietnam	3215	3215	B	B	FALSE	0
DQ993695	Vietnam	3215	3215	B	B	FALSE	0
DQ993696	Vietnam	3215	3215	B	B	FALSE	0
DQ993697	Vietnam	3215	3215	B	B	FALSE	0
DQ993698	Taiwan	3215	3215	B	B	FALSE	0
DQ993699	Taiwan	3215	3215	B	B	FALSE	0
DQ993700	Taiwan	3215	3215	B	B	FALSE	0
DQ993701	Taiwan	3215	3215	B	B	FALSE	0
DQ993702	Taiwan	3215	3215	B	B	FALSE	0
DQ993703	Taiwan	3215	3215	B	B	FALSE	0
DQ993704	Taiwan	3215	3215	B	B	FALSE	0
DQ993705	Taiwan	3215	3215	B	B	FALSE	0
DQ993706	Taiwan	3215	3215	B	B	FALSE	0
DQ993707	Taiwan	3215	3215	B	B	FALSE	0
DQ993708	Taiwan	3215	3215	B	B	FALSE	0
DQ993709	Taiwan	3215	3215	B	B	FALSE	0
DQ993710	Taiwan	3215	3215	B	B	FALSE	0
DQ993711	Taiwan	3215	3213	B	B	FALSE	0
DQ995801	China	3215	3215	-	B	FALSE	0
DQ995802	China	3215	3215	-	B	FALSE	0
DQ995803	China	3215	3215	-	B	FALSE	0
DQ995804	China	3215	3215	-	B	FALSE	0
DQ995805	China	2494	2494	-	B	FALSE	0
DQ995809	Italy	779	779	-	D	FALSE	0
DQ995810	Italy	832	832	-	D	FALSE	0
DQ995811	Italy	784	784	-	D	FALSE	0
DQ995812	Italy	838	838	-	D	FALSE	0
DQ995813	Italy	755	755	-	A	FALSE	0
DQ995814	Italy	787	787	-	D	FALSE	0
DQ995815	Italy	826	826	-	D	FALSE	0
DQ995816	Italy	842	842	-	D	FALSE	0
DQ995817	Italy	794	794	-	D	FALSE	0
DQ995818	Italy	776	776	-	D	FALSE	0
DQ995819	Italy	851	851	-	D	FALSE	0
DQ995820	Italy	850	850	-	D	FALSE	0
DQ995821	Italy	804	804	-	D	FALSE	0
DQ995822	Italy	776	776	-	A	FALSE	0
DQ995823	Italy	837	837	-	D	FALSE	0
DQ995824	Italy	854	854	-	D	FALSE	0
DQ995825	Italy	816	816	-	D	FALSE	0
DQ995826	Italy	776	776	-	D	FALSE	0
DQ995827	Italy	779	779	-	D/A	FALSE	0
DQ995828	Italy	832	832	-	D	FALSE	0
DQ995829	Italy	776	776	-	A	FALSE	0
DQ995830	Italy	782	782	-	D	FALSE	0
DQ995831	Italy	853	853	-	D	FALSE	0
DQ995832	Italy	854	854	-	D	FALSE	0
DQ995833	Italy	808	808	-	D	FALSE	0
DQ995834	Italy	782	782	-	A	FALSE	0
DQ995835	Italy	853	853	-	D	FALSE	0
DQ995836	Italy	780	780	-	D	FALSE	0
DQ995837	Italy	804	804	-	D	FALSE	0
DQ995838	Italy	855	855	-	D	FALSE	0
DQ995839	Italy	796	796	-	D	FALSE	0
DQ995840	Italy	777	777	-	D	FALSE	0
DQ995841	Italy	841	841	-	D	FALSE	0
DQ995842	Italy	755	755	-	D	FALSE	0
DQ995843	Italy	837	837	-	D	FALSE	0
DQ995844	Italy	841	841	-	D	FALSE	0
DQ995845	Italy	794	794	-	D	FALSE	0
DQ995846	Italy	1123	1123	-	D	FALSE	0
DQ995847	Italy	850	850	-	D	FALSE	0
DQ995848	Italy	838	838	-	D	FALSE	0
DQ995849	Italy	811	811	-	D	FALSE	0
DQ995850	Italy	838	838	-	D	FALSE	0
DQ995851	Italy	775	775	-	D	FALSE	0
DQ995852	Italy	880	880	-	D	FALSE	0
DQ995853	Italy	829	829	-	D	FALSE	0
DQ995854	Italy	861	861	-	D	FALSE	0
DQ995855	Italy	863	863	-	D	FALSE	0
DQ995856	Italy	837	837	-	D	FALSE	0
DQ995857	Italy	834	834	-	D	FALSE	0
DQ995858	Italy	852	852	-	D	FALSE	0
DQ995859	Italy	846	846	-	D	FALSE	0
DQ995860	Italy	840	840	-	D	FALSE	0
DQ995861	Italy	846	846	-	D	FALSE	0
DQ995862	Italy	843	843	-	D	FALSE	0
EF026745	Argentina	465	465	F	F	FALSE	0
EF026746	Argentina	465	465	F	F	FALSE	0
EF026747	Argentina	465	465	F	F	FALSE	0
EF026748	Argentina	465	465	F	F	FALSE	0
EF026749	Argentina	465	465	F	F	FALSE	0
EF026750	Argentina	465	465	F	F	FALSE	0
EF026751	Argentina	465	465	F	F	FALSE	0
EF026752	Argentina	465	465	F	F	FALSE	0
EF026753	Argentina	465	465	F	F	FALSE	0
EF026754	Argentina	465	465	F	F	FALSE	0
EF034149	Brazil	1181	1181	-	A	FALSE	815
EF034150	Brazil	1181	1181	-	A	FALSE	815
EF034151	Brazil	1181	1181	-	A	FALSE	815
EF091491	India	350	350	A	A	FALSE	0
EF091492	India	350	350	D	D	FALSE	0
EF103275	India	3182	3182	-	D	FALSE	0
EF103276	India	3182	3182	-	D	FALSE	0
EF103277	India	3182	3182	-	D	FALSE	0
EF103278	India	3221	3221	-	A	FALSE	0
EF103279	India	3182	3182	-	D	FALSE	0
EF103280	India	3182	3182	-	D	FALSE	0
EF103281	India	3173	3173	-	D	FALSE	0
EF103282	India	3182	3182	A	D	FALSE	0
EF103283	India	3182	3182	A	D	FALSE	0
EF103284	India	3182	3182	A	D	FALSE	0
EF103285	India	3182	3182	-	D	FALSE	0
EF104931	-	262	262	C	C	FALSE	0
EF104932	-	262	262	C	C	FALSE	0
EF104933	-	262	262	C	C	FALSE	0
EF104934	-	262	262	C	C/I	FALSE	0
EF104935	-	262	262	C	C/I	FALSE	0
EF104936	-	262	262	C	C/I	FALSE	0
EF104937	-	262	262	C	C/I	FALSE	0
EF104938	-	262	262	C	I/C	FALSE	0
EF104939	-	262	262	C	C/I	FALSE	0
EF104940	-	262	262	C	C	FALSE	0
EF104941	-	262	262	C	C	FALSE	0
EF104942	-	262	262	C	C	FALSE	0
EF104943	-	262	262	C	C	FALSE	0
EF104944	-	262	262	C	C/J	FALSE	0
EF104945	-	262	262	C	C	FALSE	0
EF104946	-	262	262	C	D/E/C	FALSE	0
EF104947	-	254	254	C	C/I	FALSE	0
EF134945	-	3215	3215	B	B	FALSE	1819
EF134946	-	3215	3215	B	B	FALSE	1819
EF137802	South Korea	3200	3200	-	C	FALSE	0
EF137803	South Korea	3200	3200	-	C	FALSE	0
EF150915	Brazil	327	327	A	A	FALSE	0
EF150916	Brazil	327	327	A	A	FALSE	0
EF150917	Brazil	327	327	A	A	FALSE	0
EF150918	Brazil	327	327	A	A	FALSE	0
EF150919	Brazil	327	327	A	A	FALSE	0
EF150920	Brazil	327	327	A	A	FALSE	0
EF150921	Brazil	327	327	A	A	FALSE	0
EF150922	Brazil	310	310	A	A	FALSE	0
EF150923	Brazil	327	327	A	A	FALSE	0
EF151263	Brazil	536	536	E	E	FALSE	0
EF153194	Brazil	274	274	E	D/E	FALSE	0
EF157291	Japan	3215	3215	H	H	FALSE	0
EF158128	India	364	364	D	D	FALSE	0
EF158129	India	364	364	D	D	FALSE	0
EF158130	India	364	364	D	D	FALSE	0
